actorID,actorName
nm0005119,Artie Lange
nm0000047,Sophia Loren
nm0707425,Rajinikanth
nm1962272,Santhanam
nm1821298,Laith Nakli
nm3872230,Beulah Koale
nm0236225,Denise Dowse
nm0004898,Omar Epps
nm0000637,Tupac Shakur
nm0394191,Jermaine Hopkins
nm0435074,Khalil Kain
nm0001116,Warwick Davis
nm0645949,Ken Olandt
nm0392625,Mark Holton
nm0005408,Katey Sagal
nm0672621,Vicki Pepperdine
nm0580527,Paul Mercurio
nm0605388,Tara Morice
nm0861066,Pat Thomson
nm3283577,Will Rogers
nm1850967,Kether Donohue
nm1478067,Frank Deal
nm1193091,Robert Hobbs
nm10023988,Havana Rose Liu
nm6639989,Danny Ramirez
nm3314705,David Rysdahl
nm9176319,Mila Harris
nm1441925,Eric Lange
nm1625385,Waleed Elgadi
nm2778904,Suhail Dabbach
nm5575653,Adam Bessa
nm7729895,Is'haq Elias
nm0001163,Roy Dupuis
nm0748075,Jennifer Rubin
nm0490774,Andy Lauer
nm1752221,Gina Rodriguez
nm1268888,Oliver James
nm0914786,Mark Watson
nm5430669,Caleb Ellsworth-Clark
nm4145157,Josh Cruddas
nm1778703,Neil Nitin Mukesh
nm1421628,Tota Roy Chowdhury
nm0594540,Kim Miyori
nm0262543,Art Evans
nm0000968,Sonia Braga
nm0001009,Kate Capshaw
nm0005516,Blair Underwood
nm1217506,Omarion
nm1216791,Jarell Houston
nm1215800,Raz B
nm1212896,Lil' Fizz
nm5447706,Vikrant Massey
nm4626627,Harshvardhan Rane
nm0820282,Aditya Srivastav
nm4092740,Joanna Vanderham
nm1759175,Alper Kul
nm2709993,Sarp Apak
nm4900454,Irem Sak
nm0627505,Robyn Nevin
nm1113003,Steve Rodgers
nm0353527,Richard Hagerman
nm0797732,Allison Siko
nm4461361,Thomas Doret
nm4675650,Maddie Ziegler
nm2964567,Niles Fitch
nm5706089,Will Ropp
nm1939580,Jakob Oftebro
nm1443396,Fabian Hinrichs
nm0374901,Alexander Held
nm0309404,Johanna Gastdorf
nm7535164,Marcello Fonte
nm3034455,Edoardo Pesce
nm1288493,Nunzia Schiano
nm2995860,Adamo Dionisi
nm0089720,Trevor Blumas
nm0520586,Nick Loren
nm0763650,Ruben Santiago-Hudson
nm0874866,Nicholas Tse
nm0414417,Glenn Jacobs
nm0656003,Michael J. Pagan
nm1635134,Samantha Noble
nm5123156,Kelvin Harrison Jr.
nm7051533,Alexa Demie
nm0936315,Bill Wise
nm1123937,Rohit Roy
nm0035488,Fred Armisen
nm0636280,Richard Norton
nm0497901,Miki Lee
nm0572963,Karen McLymont
nm0840754,Blanca Suárez
nm1197737,Carmen Machi
nm0209397,Secun de la Rosa
nm1463426,Jonathan Patrick Foo
nm0653952,Kelly Overton
nm1406333,Ian Anthony Dale
nm0606690,Julian Morris
nm0095751,Lindy Booth
nm2048313,Erica Yates
nm2034752,James Rolleston
nm3725110,Te Aho Eketone-Whitu
nm3724719,Moerangi Tihore
nm1679372,Sudeep
nm7111158,Nirup Bhandari
nm11838055,Neetha Ashok
nm1898126,Mike Birbiglia
nm0001246,Dan Futterman
nm0415382,Sam Jaeger
nm0923105,Tara Westwood
nm1770380,Junko Bailey
nm0113357,David Lawrence Brown
nm8624879,Zoe Fish
nm0949241,Alan Young
nm0569598,Terence McGovern
nm0853122,Russi Taylor
nm5520432,Chance Hurstfield
nm0635139,Jeffrey Nordling
nm0782978,David Selby
nm5889877,Connor Corum
nm3796542,Bree Elrod
nm10847160,Suzanna Son
nm12881714,Brenda Deiss
nm0005437,Sisqó
nm0629667,Nichelle Nichols
nm1675534,Karina Testa
nm0927907,Aurélien Wiik
nm0509876,Patrick Ligardes
nm0909626,Eileen Walsh
nm0240524,Dorothy Duffy
nm1172901,Nora-Jane Noone
nm7621668,Zaira Wasim
nm2016476,Meher Vij
nm2366974,Raj Arjun
nm3860305,Lola Kirke
nm1699328,Shana Dowdeswell
nm6201749,Shelby Rebecca Wong
nm0041752,Blythe Auffarth
nm0048273,Blanche Baker
nm0150255,Kevin Chamberlin
nm2438707,Julie Estelle
nm4852549,Hannah Al Rashid
nm0569927,Melinda McGraw
nm2943188,Fatma Toptas
nm0959889,Tulug Çizgen
nm2900622,Ismail Hakki Ürün
nm0186728,Clayne Crawford
nm0021132,Tyrees Allen
nm4440340,Thomas Gullestad
nm4250048,Marie Blokhus
nm0609549,Greg Mottola
nm1145983,B.J. Novak
nm2615398,Takeru Satoh
nm3191754,Emi Takei
nm1066974,Yû Aoi
nm1328568,Munetaka Aoki
nm1431656,Emraan Hashmi
nm3814795,Krystle D'Souza
nm0004301,Alexandra Adi
nm0855417,Akira Terao
nm0047963,Mitsuko Baishô
nm0624383,Toshie Negishi
nm7014801,Mieko Harada
nm0993242,Clémence Poésy
nm1531116,Antoine Bertrand
nm0910180,Ashley Walters
nm0304830,Robert Ben Garant
nm0448486,Kerri Kenney
nm0517448,Lennie Loftin
nm1203229,Cem Kurtoglu
nm1127784,Hakan Ural
nm0477978,Hazim Körmükcü
nm2127959,Tolga Karel
nm8325425,Günay Musayeva
nm0793404,Kippei Shîna
nm3101617,Shioli Kutsuna
nm0909144,David Walliams
nm0000410,Stephen Fry
nm0524240,Matt Lucas
nm4413266,Chanchal Chowdhury
nm7861812,Masuma Rahman Nabila
nm7151025,Partha Barua
nm7443563,Lutfur Rahman George
nm1101713,Eric Godon
nm0233646,Bob Dorian
nm0552423,Ivan Martin
nm3203035,Henry Max Nelson
nm2192439,Lucy DeVito
nm1480555,Arjan Bajwa
nm3373271,Esha Gupta
nm1299510,Genelia D'Souza
nm1967908,Manjari Fadnnis
nm3071216,Ayaz Khan
nm1041999,Hae-Jin Yoo
nm6916719,Ryu Jun-Yeol
nm1625296,Morten Burian
nm7116195,Sidsel Siem Koch
nm0404806,Fedja van Huêt
nm0810722,Karina Smulders
nm5946818,Josh Wiggins
nm3312554,Luke Kleintank
nm7669135,Jackson Robert Scott
nm1312105,Peter Mooney
nm4465402,Ingrid Olava
nm1715257,Malin Crépin
nm4743361,Allison Dawn Doiron
nm0834626,Elaine Stritch
nm3833490,Madhurjeet Sarghi
nm1671291,Payal Nair
nm1292891,Jinglei Xu
nm1482999,María Valverde
nm2024943,Álvaro Cervantes
nm2392521,Marina Salas
nm8574700,Julian Lerner
nm0665550,Ratna Pathak Shah
nm2717565,Fawad Khan
nm0000071,James Stewart
nm0322064,Phillip Glasser
nm5047005,Amir Jadidi
nm1426188,Mohsen Tanabandeh
nm12714737,Sahar Goldoost
nm0649746,Fereshteh Sadre Orafaiy
nm1533122,Jyoti Subhash
nm0017596,John Alderton
nm0000846,Ian Bannen
nm0528462,Susan Lynch
nm6044874,Hadley Robinson
nm8816423,Lauren Tsai
nm4875229,Alycia Pascual-Pena
nm9569934,Nico Hiraga
nm0380632,Damon Herriman
nm2078666,Kate Mulvany
nm3609366,Song Joong-ki
nm3892241,Kim Tae-ri
nm5887272,Jin Seon-kyu
nm0660854,Vanessa Paradis
nm1922676,Julie Ferrier
nm4168062,Christina Wolfe
nm2865678,Ziad Bakri
nm3037896,Luke Norris
nm1486317,Alycia Debnam-Carey
nm2694584,Brit Morgan
nm1161994,Martin Compston
nm0084443,Seema Biswas
nm1617685,Jennifer Hudson
nm1006024,Alicia Keys
nm8101777,Gaspard Schlatter
nm8101778,Sixtine Murat
nm4343886,Paulin Jaccoud
nm0904273,Michel Vuillermoz
nm0185272,Tony Cox
nm4740113,Saara Chaudry
nm6154971,Soma Chhaya
nm6225541,Noorin Gulamgaus
nm0755499,Laara Sadiq
nm0000549,Roger Moore
nm0348186,Janet Gunn
nm3688576,Rowan Blanchard
nm4814017,Kylie Rogers
nm3276835,Brighton Sharbino
nm4445116,Tara Sutaria
nm8380569,Amber Doig-Thorne
nm9576872,Takayuki Hamatsu
nm9576881,Yuzuki Akiyama
nm5689660,Harumi Shuhama
nm4644427,Kazuaki Nagaya
nm4793987,Issa Rae
nm0044796,Raj Babbar
nm2874967,Hazel Keech
nm10036531,Harry Trevaldwyn
nm4478685,Samson Kayo
nm0784818,Peter Serafinowicz
nm3906046,Danielle Vitalis
nm1225628,Kelly Clarkson
nm1227702,Justin Guarini
nm1349694,Katherine Bailess
nm1182955,Antonio Cupo
nm2021381,Tristan Risk
nm0522704,David Lovgren
nm7604558,J. Quinton Johnson
nm0000970,Jonathan Brandis
nm0607213,Kenny Morrison
nm0123418,Clarissa Burt
nm0794128,John Wesley Shipp
nm0524726,Bud Luckey
nm0011129,Kimberly Deauna Adams
nm0034509,Vinny Argiro
nm11290905,Addison Rae
nm4120909,Tanner Buchanan
nm2016685,Harry Treadaway
nm3193675,Ben Huber
nm3813339,Hanna Brown
nm0731323,Kim Roberts
nm0807288,Amanda Smith
nm1377001,Chris Carmack
nm1897713,Katharine McPhee
nm3077071,Kathryn Prescott
nm0001527,Elizabeth McGovern
nm3978701,Ghilherme Lobo
nm3977622,Fabio Audi
nm2944240,Tess Amorim
nm0738922,Lúcia Romano
nm0422234,Paul Jesson
nm0040709,Dorothy Atkinson
nm0047392,Marion Bailey
nm6061529,Daniela Vega
nm0721280,Francisco Reyes
nm0478202,Aline Küppenheim
nm4044784,Damien Bonnard
nm6281424,Alexis Manenti
nm8815470,Djebril Zonga
nm10708849,Issa Perica
nm0298048,Masaharu Fukuyama
nm0648762,Machiko Ono
nm1536988,Yôko Maki
nm0000916,Peter Berg
nm0352278,Matthias Habich
nm4750182,Emma Bading
nm0190800,Sándor Csányi
nm1036301,Eszter Balla
nm0610904,Zoltán Mucsi
nm0683950,Csaba Pindroch
nm0455767,Terry Kinney
nm10146989,Marlow Barkley
nm12905943,Gina Mastronicola
nm8077780,Francisco Bertín
nm11966522,Santiago Armas Estevarena
nm7219941,Jia Sharma
nm0437147,Kanchana
nm0000871,Randall Batinkoff
nm0943150,Nien-Jen Wu
nm0157805,Elaine Jin
nm0644521,Issei Ogata
nm0497662,Kelly Lee
nm0245176,Ceyda Düvenci
nm0654741,Selim Nasit
nm0001564,Bebe Neuwirth
nm1861624,Yaya DaCosta
nm3444592,Holly Goss
nm4688232,Matt Stokoe
nm1265089,Luke Albright
nm3130311,Ryan Hawley
nm4806622,Huma Qureshi
nm0451163,Ali Khan
nm0592782,Akhilendra Mishra
nm0221218,Makrand Deshpande
nm0430812,Rajesh Joshi
nm0331577,Luke Goss
nm3711178,Pavail Gulati
nm2113653,Richard Harmon
nm3025400,Shawn C. Phillips
nm5372760,Jennica Fulton
nm2242337,Jeffrey Bowyer-Chapman
nm2765191,Eric André
nm0174819,Michaela Conlin
nm0156858,Shefali Shah
nm4834796,Paul Brannigan
nm0378132,John Henshaw
nm0019885,Roger Allam
nm1162012,Gary Maitland
nm0186452,Heather Craney
nm0334262,Richard Graham
nm3942577,Aadhi
nm0045075,Jagapathi Babu
nm7811397,Billy Barratt
nm9161436,Ronak Singh Chadha Berges
nm9196203,Viveik Kalra
nm10299359,Lee Barnett
nm2067953,Ed Westwick
nm1927701,Tyler James Williams
nm0118720,Phil Buckman
nm0320969,Remo Girone
nm0733625,Stefania Rocca
nm6015235,Thomas Doherty
nm2369260,Hugh Skinner
nm1130728,Misty Upham
nm1668208,Charlie McDermott
nm1666212,Ne-Yo
nm0378200,Darrin Dewitt Henson
nm1844999,Andrei Arlovski
nm3046541,Mike Pyle
nm0414279,Lou Jacobi
nm0569294,Howard McGillin
nm0629264,Michelle Nicastro
nm0130356,Liz Callaway
nm5638960,Valerie Pachner
nm0800314,Maria Simon
nm0626955,Karin Neuhäuser
nm0626362,James Nesbitt
nm0232963,Daisy Donovan
nm1375797,Lewis McGibbon
nm0364915,Julie Harris
nm3761004,Nani
nm2334720,Hamsa Nandini
nm3386634,Olivia Jewson
nm3187984,Abdellatif Chaouqi
nm3821405,Jake Lacy
nm4460471,Gabe Liedman
nm4990625,Judah Nelson
nm7607873,Stefanie Martini
nm6277267,Bhumi Pednekar
nm10725430,Sadia Khateeb
nm0060607,Bipasha Basu
nm0307638,Olatz López Garmendia
nm0283029,Giovani Florido
nm0610210,Krystia Mova
nm0945372,Yuriko Yamaguchi
nm1599046,Shruti Haasan
nm0838520,Suman
nm12588647,Goksin Erdemli
nm4371455,Kasia Madera
nm0000649,Paul Sorvino
nm0372117,Anthony Head
nm0109208,Sarah Brightman
nm2505635,Ørjan Gamst
nm3202519,Jocelyn DeBoer
nm1211344,Leonardo Nam
nm0001765,Harry Dean Stanton
nm3771184,Joe Cole
nm4008100,Heida Reed
nm0045489,Þorsteinn Bachmann
nm0641354,Denis O'Hare
nm9486622,Dogu Demirkol
nm2139257,Murat Cemcir
nm0947986,Bennu Yildirimlar
nm4304940,Hazar Ergüçlü
nm2765903,Gordana Vukres
nm4563896,Emma Greenwell
nm3367112,Amy Jackson
nm0004334,Rekha
nm0004363,Rakesh Roshan
nm5307635,Sam Strike
nm7149890,Vanessa Grasse
nm0394012,Leslie Hope
nm0826198,Robert J. Steinmiller Jr.
nm0094080,Fedor Bondarchuk
nm1215228,Pyotr Fyodorov
nm6620975,Anton Vasilev
nm0665235,Elsa Pataky
nm2527406,Aaron Glenane
nm7566829,Mayen Mehta
nm0388933,Jake Hoffman
nm0340284,Macha Grenon
nm0799591,John Simm
nm0683455,Lorraine Pilkington
nm0662744,Shaun Parkes
nm0721885,Nicola Reynolds
nm0000430,Steve Guttenberg
nm1468516,William Shimell
nm0140643,Jean-Claude Carrière
nm0622145,Agathe Natanson
nm1526352,Jaimie Alexander
nm1876851,Danny Deferrari
nm0237164,Polly Draper
nm0001357,Paul Hogan
nm0122716,Jere Burns
nm0998846,Alfredo Castro
nm0954222,Antonia Zegers
nm2196500,Jamie Anderson
nm1647620,Rosie Traynor
nm0687109,David Pledger
nm2089454,Martin Sharpe
nm1457088,Talia Zucker
nm0824373,Johanna ter Steege
nm2858875,Sydney Sweeney
nm3453476,Anne Winters
nm6236879,Zackary Arthur
nm3358233,Ashley Hinshaw
nm3047195,Christa Nicola
nm1045593,Loren Taylor
nm0355440,Craig Hall
nm0864835,Joel Tobeck
nm1476796,Michael Nuccio
nm2202409,Shôta Sometani
nm5620173,Suzu Hirose
nm13463098,Ankush Gedam
nm13463099,Babu Kshatriya
nm13463100,Jerico Robert
nm8908475,Isabel May
nm9668853,Eli Brown
nm3417385,Rachel Bloom
nm6433012,Ava Michelle
nm3838034,Griffin Gluck
nm4248775,Sabrina Carpenter
nm5514372,Paris Berelc
nm8408599,Cricket Brown
nm0084107,Kevin Bishop
nm0005105,Jane Krakowski
nm0268297,Nicholas Farrell
nm0318383,Allan Gildea
nm4008605,Cosmo Jarvis
nm1746997,Paul Hilton
nm7609875,Naomi Ackie
nm1022918,Andy Powers
nm0020751,Laura Allen
nm4680692,Christian Distefano
nm1591496,Mike Colter
nm1388067,Natasha Yarovenko
nm0516272,Enrico Lo Verso
nm0248981,Gregg Edelman
nm1007810,Herman Osorio
nm0419633,Ricky Jay
nm0789716,Fiona Shaw
nm0700059,Robert Pugh
nm0136572,Manolo Cardona
nm2077552,Omar Leyva
nm0000283,Brenda Bakke
nm0001589,Michael Palin
nm2063982,Antonia Campbell-Hughes
nm0641944,Shaquille O'Neal
nm0009806,James Acheson
nm0110507,Anne Brochet
nm0916616,Jacques Weber
nm6127780,Molly Evensen
nm2513282,Eliot Glazer
nm0808022,Douglas Smith
nm1620741,Lucien Laviscount
nm6463103,Cressida Bonas
nm3739336,Seong-hun Cheon
nm1717573,Pollyanna McIntosh
nm4897618,Brandon Gerald Fuller
nm3354777,Lauren Ashley Carter
nm4111911,Chris Krzykowski
nm1779702,Ayesha Takia
nm0451396,Vinod Khanna
nm6563873,Kyle Allen
nm8920089,Jermaine Harris
nm7480942,Anna Mikami
nm1914282,Yvonne Landry
nm1902452,Anthony Howard
nm0497631,Lee Jung-jae
nm3663864,Park Sung-woong
nm1997480,Nathan Gamble
nm0141710,Joelle Carter
nm0001506,Jane March
nm0077551,Glen Berry
nm0377905,Linda Henry
nm0623673,Scott Neal
nm0256658,Tameka Empson
nm1107178,Amanda Brooks
nm3432881,Chord Overstreet
nm0905935,Jack Wagner
nm1303433,John Abraham
nm5637317,Raashi Khanna
nm0853364,Hannah Taylor Gordon
nm0532461,Justina Machado
nm1043075,Max Ryan
nm0569732,Michael McGrady
nm1571804,Falk Hentschel
nm5775621,Nikolai Witschl
nm8982449,Cherry Miko
nm8982446,Panya Yimmumphai
nm0001583,Jerry Orbach
nm0004818,Jo Champa
nm0825209,Mark Steger
nm0115671,Agnes Bruckner
nm0000186,David Lynch
nm0000893,Ed Begley Jr.
nm0949237,Aden Young
nm1085525,Engin Günaydin
nm0654874,Erdal Özyagcilar
nm4407117,Devrim Yakut
nm0267241,Fares Fares
nm1399770,David Dencik
nm0003861,David Jensen
nm0000925,Steven Berkoff
nm4616554,Carlito Olivero
nm2328228,Grace Thorsen
nm3111264,Taylor Sharpe
nm0001646,Ted Raimi
nm0090321,Anne Bobby
nm0354024,Charles Haid
nm0914113,John Waters
nm1429317,Clif Prowse
nm1854114,Derek Lee
nm6411675,Michael Gill
nm4151199,Baya Rehaz
nm0471036,Kristin Kreuk
nm1162030,Son Ye-jin
nm0656759,Jong-hak Baek
nm1348400,Seon-jin Lee
nm5069465,Diana Penty
nm7052811,Anuja Sathe
nm0502133,Blandine Lenoir
nm0656803,Frankie Pain
nm0041626,Martine Audrain
nm0031483,Atle Antonsen
nm1554995,Christian Rubeck
nm1519453,Nathan Baesel
nm0324462,Angela Goethals
nm0748289,Zelda Rubinstein
nm1828507,Mike O'Brian
nm0005519,Wilmer Valderrama
nm3180472,Alan Bagh
nm3179972,Whitney Moore
nm2831140,Janae Caster
nm0089456,Marc Blucas
nm1399051,Amerie
nm0272252,Peter Ferdinando
nm0005044,Jonathan Jackson
nm0307726,Kelli Garner
nm0000405,Michelle Forbes
nm0594533,Rie Miyazawa
nm0462042,Nenji Kobayashi
nm0005060,Kristen Johnston
nm0713552,Michael Raysses
nm0004487,Juhi Chawla
nm0219971,Sunny Deol
nm0680568,Lara Phillips
nm3338805,Owen Campbell
nm4327544,Elizabeth Cappuccino
nm0397940,Kanin Howell
nm0456943,Alexis Kirschner
nm7870704,Sander Thomas
nm11123470,Toby Dixon
nm0440860,Mark Kassen
nm0068382,Marshall Bell
nm0413210,Robert Jacks
nm0673304,Tonie Perensky
nm1625479,Nejat Isler
nm1625669,Yigit Özsener
nm1202635,Idil Firat
nm0719705,Colleen Rennison
nm0762424,Jake Sandvig
nm7322542,Fatima El Bahraouy
nm10842729,Isabella O'Sullivan
nm11819817,Eden Lawrence
nm1002609,Nicholas Braun
nm0196375,Parvin Dabas
nm1214809,Tara Sharma
nm0062752,Jennifer Baxter
nm7195971,Miya Cech
nm9378786,Alessio Scalzotto
nm0474609,Atul Kulkarni
nm1226448,Neha Dhupia
nm0438092,Dimple Kapadia
nm1382417,Joseph Friend
nm0746414,Kelly Rowan
nm0207218,Isaach De Bankolé
nm0716293,Saskia Reeves
nm2503064,Logan Browning
nm2062561,Nathalia Ramos
nm0620429,Shinobu Nakayama
nm0157785,Siu-Ho Chin
nm0159435,Billy Chow
nm3762213,Shay Mitchell
nm3012064,Grey Damon
nm6194955,Kirby Johnson
nm2326897,Nick Thune
nm1545471,Jake T. Austin
nm1250933,Pepa Charro
nm0001580,Ashley Olsen
nm2177528,Kate Micucci
nm0491079,Tammy Lauren
nm0228678,Andrew Divoff
nm0780133,Angus Scrimm
nm0052880,Ari Barak
nm1659579,Charlotte Ray Rosenberg
nm1059103,Vivek Oberoi
nm4772366,Yvonne Orji
nm2993517,Meredith Hagner
nm3069619,Steven Hauck
nm0125013,Kerry Butler
nm0100460,Koen De Bouw
nm0670350,Filip Peeters
nm0888652,Bruno Vanden Broecke
nm0671326,Markku Peltola
nm0653669,Kati Outinen
nm0879365,Annikki Tähti
nm0631112,Juhani Niemelä
nm0657090,Kaija Pakarinen
nm0475411,Sakari Kuosmanen
nm3400186,Julia Garner
nm0390789,Owen Holland
nm3314975,Jon Orsini
nm3812814,Rory Kulz
nm0576425,Tobias Mehler
nm0929093,José Wilker
nm0206889,Rodolfo De Alexandre
nm0864490,Jackie Sandler
nm0832852,Austin Stout
nm0993256,Kiran Rathod
nm4533533,Chinatsu Akasaki
nm2594314,Aya Endô
nm0370582,Show Hayami
nm1525948,Ashton Holmes
nm0068709,Ned Bellamy
nm7447307,Demetrius Shipp Jr.
nm2679753,Annie Ilonzeh
nm0107232,Janni Brenn
nm0235427,Gary Dourdan
nm2100657,Serinda Swan
nm2958806,Brice Bexter
nm7567556,Ariana Greenblatt
nm4789062,Lucius Hoyos
nm0542759,Gabriel Mann
nm0000744,Maria Conchita Alonso
nm0039911,António Assunção
nm0007113,Nana Patekar
nm2289345,Dev Gill
nm0820240,Srihari
nm0490500,Carina Lau
nm1502469,Dar Salim
nm4558335,Erik Enge
nm1167656,Silambarasan Rajendar
nm9219502,Kalyani Priyadarshan
nm0151546,S.A. Chandrashekhar
nm1951127,Arya
nm4071279,John Kokken
nm6780182,Shabeer Kallarakkal
nm0458325,Myleene Klass
nm3433735,Tom Hughes
nm1292661,Luke Hemsworth
nm2334765,Jeroen Perceval
nm4278439,Jeanne Dandoy
nm0764774,Barbara Sarafian
nm1106944,Kris Hitchen
nm10214834,Debbie Honeywood
nm10427036,Rhys Mcgowan
nm10427037,Katie Proctor
nm0612534,Callan Mulvey
nm2516193,Jack Roth
nm6675440,Lily-Rose Depp
nm0073160,Eric Benét
nm0066586,Max Beesley
nm0004771,Da Brat
nm2945270,Anand Tiwari
nm7072115,Divya Menon
nm0000696,Wil Wheaton
nm0176861,Keith Coogan
nm0538580,Claude Maki
nm0441377,Masaya Katô
nm0002391,Dwayne Adway
nm4080670,Xingtong Yao
nm1085861,Sang-woo Kwon
nm0443855,Glen Keane
nm9964894,Brycen Hall
nm4597798,Ruthie Ann Miles
nm0422586,Ayesha Jhulka
nm0863120,Deepak Tijori
nm0066070,Pooja Bedi
nm8405300,Eva Noblezada
nm2901344,Stefania LaVie Owen
nm0173997,Maurice Compte
nm10135276,Kitty O'Beirne
nm0714198,Craig Reay
nm0583856,Giovanna Mezzogiorno
nm2825905,Gina Bernard Forbes
nm0911933,Zack Ward
nm0873942,Verne Troyer
nm7047915,Nilbio Torres
nm7047916,Antonio Bolívar
nm1542362,Brionne Davis
nm1715118,AnnaLynne McCord
nm1736769,Ariel Winter
nm0000183,Traci Lords
nm2126655,Daniel Percival
nm1063230,Glen Barry
nm8752712,Iola Evans
nm0341110,Angela Griffin
nm1845700,Kais Nashif
nm2351360,Hamza Abu-Aiaash
nm5735148,Liv Hewson
nm3240106,Jakob Salvati
nm1273708,David Henrie
nm0693288,Jay Potter
nm1338428,Khalid Benchagra
nm9966942,Ania Josse
nm2410391,Nushrratt Bharuccha
nm2194798,Sunny Singh
nm0622186,Alok Nath
nm0843237,Leif Sylvester
nm1830443,Anne Sørensen
nm1795793,Øyvind Hagen-Traberg
nm0470182,Brian Krause
nm0371579,Jim Haynie
nm2033731,Eric Sheffer Stevens
nm3631803,Julia Chan
nm0131647,Kirk Cameron
nm2814621,Erin Bethea
nm2848533,Ken Bevel
nm2848787,Stephen Dervan
nm0001480,Shelley Long
nm0055549,Christopher Daniel Barnes
nm0157410,Caroline Chikezie
nm3559009,Paula Beer
nm4551978,Saskia Rosendahl
nm0453492,Jacqueline Kim
nm0319171,Daniel Gillies
nm0363669,Michael Harney
nm8625874,Emma Nelson
nm6192439,Charmaine Bingwa
nm4114489,Gilbert Owuor
nm3594330,Arturo Castro
nm0497853,Mason Lee
nm0001811,Peter Ustinov
nm0001849,Kathleen Wilhoite
nm0428211,Heather-Jay Jones
nm0237222,Rachel Dratch
nm1121232,Steven Elliot
nm4946551,Carly Rae Jepsen
nm10424479,Avery Tiiu Essex
nm0089772,Colin Blumenau
nm0889926,Valentina Vargas
nm0154195,Charlotte Chatton
nm0908534,Basil Wallace
nm0503060,Stephanie Leonidas
nm0058029,Jason Barry
nm0117339,Rob Brydon
nm0571160,Gina McKee
nm13465094,Eden Dambrine
nm13575723,Gustav De Waele
nm0220183,Émilie Dequenne
nm0238475,Léa Drucker
nm0122058,Willis Burks II
nm1118528,Laura Kachergus
nm0511841,Lisa Lindgren
nm0760571,Emma Samuelsson
nm0450269,Sam Kessel
nm0639659,Kieran O'Brien
nm1626256,Margo Stilley
nm2663082,Jules Willcox
nm0578766,Marc Menchaca
nm5555537,Jonathan Rosenthal
nm0446805,RaéVen Kelly
nm0135102,Virginia Capers
nm0942901,Trevor Wright
nm0005388,Brad Rowe
nm0392073,Tina Holmes
nm1495452,Jackson Wurth
nm1019734,David Crow
nm0486018,Antony Langdon
nm4239082,Carey Perloff
nm3617391,Larry McHale
nm9150537,Gabriella Baldacchino
nm2918889,Flavio Parenti
nm0299998,Edoardo Gabbriellini
nm2130040,Alba Rohrwacher
nm0001597,Mandy Patinkin
nm3916302,Shreya Dhanwanthary
nm0080324,Pooja Bhatt
nm0371824,Chris Haywood
nm0472855,Line Kruse
nm0857663,Ole Thestrup
nm0000818,Shabana Azmi
nm0863171,Yogendra Tikku
nm5228901,Abrar Zahoor
nm0046256,Livio Badurina
nm0338323,Scott Patrick Green
nm1183224,Michael Wildman
nm1334396,Carter Jenkins
nm0789864,Martin Shaw
nm10341836,Alisha Weir
nm1069034,Lara Dutta
nm1004985,Yashpal Sharma
nm0428897,Morgan Jones
nm0083795,Eva Birthistle
nm1090070,Kenan Imirzalioglu
nm1703536,Asli Tandogan
nm9165472,David Kuhn
nm0885900,Alicia Van Couvering
nm1506908,Talulah Riley
nm0005230,Michael Michele
nm0441964,Haruhiko Katô
nm0039591,Kumiko Asô
nm0468746,Koyuki
nm1209191,Kurume Arisaka
nm1833525,Kivanç Tatlitug
nm2415920,Mert Firat
nm1920131,Belçim Bilgin
nm4198135,Farah Zeynep Abdullah
nm0000767,Jean-Hugues Anglade
nm0789976,Stan Shaw
nm6648061,Gabrielle Haugh
nm0807503,Brandon Smith
nm2899002,Ahmet Kural
nm0654863,Rasim Öztekin
nm0327404,Petrônio Gontijo
nm2780552,Day Mesquita
nm0332283,Beth Goulart
nm0896942,Dalton Vigh
nm0764853,Saranya Ponvannan
nm0628170,Laraine Newman
nm0000869,Alan Bates
nm0426038,Rebecca Johnson
nm4169770,Elodie Harrod
nm0683587,Søren Pilmark
nm3526993,Jim Cummings
nm1641251,Riki Lindhome
nm5557379,Chloe East
nm0649026,Ikue Ôtani
nm0411167,Unshô Ishizuka
nm0931247,Mark Williams
nm0154071,Glenndon Chatman
nm0929615,Jess Willard
nm2998321,Sophie Lowe
nm2238815,Freddie Stroma
nm0314554,Elio Germano
nm4814940,Leonardo Lidi
nm7006860,Matilda De Angelis
nm0937239,Tom Wlaschiha
nm0010169,Carlos Acosta
nm1366568,Radivoje Bukvic
nm3401043,Mariya Fomina
nm0217937,Michael DeLuise
nm0814259,Brenda Song
nm13260258,Abhinay Raj Singh
nm0091074,Sergey Bodrov
nm0837744,Viktor Sukhorukov
nm0685527,Svetlana Pismichenko
nm0955867,Mariya Zhukova
nm1726555,Claudia Traisac
nm0482309,Lal
nm6489058,Yogi Babu
nm4113924,Sunny Kaushal
nm9654612,Radhika Madan
nm1416215,Demi Lovato
nm1438482,James Hamrick
nm0037867,Yann Arthus-Bertrand
nm0303826,Jacques Gamblin
nm0714919,Nick Reding
nm0050437,Nicholas Ball
nm0146915,Tom Cavanagh
nm0614526,Michael Murphy
nm0684521,Gordon Pinsent
nm2657069,Stacey LaBerge
nm0639010,Joakim Nätterqvist
nm0375138,Sofia Helin
nm0766046,Inés Sastre
nm6094820,Madeleine Stack
nm6111880,Eva G. Cooper
nm0029962,Álex Angulo
nm0211089,Armando De Razza
nm0782213,Santiago Segura
nm0701715,Terele Pávez
