follower,following
juliewashington10,annieross75
marilynperez53,alanscott22
samuelparker92,ashleyedwards76
louiserobinson16,johnnycoleman71
garyreed31,chrisprice99
deborahsanchez44,aaronsanchez31
ireneramirez49,robertjones94
howardevans11,emilywilson28
peterhoward47,gregoryjames44
ronaldward55,emilyjackson77
danielhughes35,frankperry45
michaelwhite75,sharontaylor19
joshuaross88,lawrenceramirez89
dennisthomas21,annagriffin12
margaretrivera90,christinamitchell32
nicholaswalker51,doriswood00
russellbrown17,janetsimmons78
frankpatterson95,loricook71
jacklee44,alicelee46
jenniferlewis24,irenekelly60
williamwood02,ericgriffin37
chrisclark68,virginiadavis85
josephhughes40,stevenwalker51
victorgray12,debrabrooks54
harrycooper64,jeffreygarcia68
sandrapowell82,martinward08
johnnywright58,marypeterson14
jacktorres53,geraldhayes21
joshuamiller17,davidrogers31
sharonhenderson64,ruthgriffin37
jerryrobinson79,joelopez87
carolynlee45,loisbennett82
howardbailey68,jessicaward25
michellelee12,bettyjackson50
angelaclark15,jessewood48
larrywatson62,catherinewashington00
antonionelson69,markcoleman96
rogerhayes86,jimmytaylor61
dorothycollins12,jimmymitchell57
kathleengray99,willieedwards11
judithtorres86,lindagreen97
jeffreycooper47,mildredcook98
howardprice36,peterhayes77
seanjohnson32,carolynjones85
annhughes38,jimmyharris82
davidbutler80,catherinenelson22
stevencooper85,josemorgan07
charlesjames78,stephenjones50
jeremywalker59,roymorgan20
beverlycampbell12,stevecampbell49
kellygriffin21,ashleymitchell94
helenwilson98,annareed56
helencox06,keithgray51
mariathomas89,margaretrogers75
kathyjones25,ralphbaker66
stephengonzales77,anthonycampbell10
jonathanpowell03,beverlyjones88
francesjackson73,craigturner46
philipsanchez00,marywilson50
doristhomas27,jenniferscott02
sandrajackson07,seanmartin48
lisajones71,russellgreen83
stephaniephillips01,johnbaker59
richardmitchell23,angelaalexander62
tinahall32,barbaraedwards25
antoniowatson45,rebeccawatson31
sarahtorres37,michaelbrown45
jimmystewart41,philipwright88
wayneevans58,markmartin12
robinhernandez20,cynthiabaker71
rachelrivera73,anthonypowell08
billyharris63,christopherwilson23
marierodriguez33,jeremymartin00
christinewhite06,aliceclark22
janicehughes68,virginiawalker98
kathleenbarnes37,ronaldcoleman41
wandarogers19,aaronwashington55
kenneththompson90,marilynsanders03
geraldhernandez18,chriswilliams33
francesjohnson86,phillipperry26
billyturner95,louisepowell20
mildredcampbell54,robinbailey73
loiswilliams23,jonathanbaker80
nicholasbaker75,joseramirez31
ronaldrichardson74,willieparker30
geraldprice17,timothymorris46
kennethlewis15,annekelly36
anthonyrodriguez81,brendamiller94
davidhughes70,nancyhenderson62
robingonzalez62,bobbyhernandez62
rubyrivera21,jessemorris92
evelyncoleman43,ronaldross29
gloriahall56,jasonbrooks82
phillipbennett16,michellejones57
aaronkelly01,juanbryant60
ernestanderson70,cherylbaker25
virginiarogers47,billywood07
karengriffin54,louiscollins32
mildredhill43,seanmoore15
edwardstewart07,russellrussell28
phillipgreen60,gloriaroberts57
gregorywright09,cynthiahill71
judithcampbell84,anniejones32
paulaking79,margaretgarcia28
joyceward59,robinjenkins90
jeremymoore87,nicholasrichardson09
melissapeterson86,dorismorris00
walterbailey71,clarencereed89
kennethperez02,douglascook62
janetdiaz01,timothysanders62
stevehernandez68,carlosmorgan85
sandrahenderson78,ruthyoung06
dorothyfoster98,lorisanders38
thomaslewis29,ericlong88
gregorywashington19,gloriahill44
jasonross23,paulperry01
peterlee68,garyperry60
carollee05,kathyflores06
waynebutler39,carolrodriguez90
johnjenkins15,rogerwatson42
johnbell55,rogerrivera64
ryanturner30,aliceevans49
angelaalexander62,bobbylewis74
amandacox89,pamelajohnson50
rachelthomas01,robinjones07
jeremynelson68,dianecooper72
ronaldmorgan52,stevennelson86
kennethsmith17,karenbell84
matthewalexander61,douglashill43
juliaharris35,walterbennett38
rebeccarogers16,patrickcooper47
louismorgan41,adammitchell57
kellygray94,juliayoung81
judyrivera09,brendarussell78
janeperry75,johnnyhughes51
jessicacoleman82,charlescoleman90
russellhughes85,lisanelson27
angelagriffin12,pamelacarter12
brendarussell78,sandracampbell23
debrabarnes12,brucemitchell47
juliasimmons25,tammytorres42
christinebailey24,judithrogers24
anthonythomas55,judithgray20
donaldroberts41,matthewmartin12
christinewood08,jessicalong52
mariaroberts29,jeremyrussell14
kennethcampbell43,lindajohnson70
joethomas72,virginiacook81
irenethompson11,samuelmorris48
scottwatson60,geraldyoung68
joansmith93,jacquelinegonzalez45
robinjenkins90,adamwalker54
joycecollins48,jameslewis62
lawrencemartinez49,joycepeterson24
karenparker92,virginiaparker68
clarencemitchell90,phyllismartin37
lorimitchell65,marilynreed00
jimmylopez91,phyllisadams44
theresarussell10,johnjohnson49
paulsimmons98,josejones85
beverlyrobinson20,carlwright19
craigjohnson06,robinbarnes72
randycarter79,kathleenbrown81
jenniferjenkins32,johncampbell28
christinaperry80,lauraking94
matthewwilson66,russellpowell61
cheryledwards97,davidsanders19
annalong75,theresakelly57
kevingonzales90,angelafoster51
deniserichardson19,lorisanchez16
stephaniepowell88,lisalong49
jamesmiller89,annamorgan34
juliaparker04,larryhernandez87
arthurrussell69,dennispeterson48
kevingriffin88,nicolemartinez35
joangray85,nancybennett35
lindareed57,roydavis78
russellcooper04,andreaflores81
jeancoleman65,ernestjames30
katherinecarter70,haroldbell96
josethompson10,davidwhite00
karennelson72,robinclark30
ralphhernandez39,shirleygriffin00
eugeneward25,clarencesimmons68
irenecarter84,loisgonzales34
donaldperry19,carlking98
janiceclark71,charlesthomas89
paulastewart20,antoniobailey54
timothycarter92,ruthperez41
kevinlong95,haroldhall81
benjaminsmith75,sarapatterson86
bettyperry20,louisstewart67
michaelpeterson93,irenerivera32
edwardbennett17,davidramirez26
angelahall73,stevenbarnes65
gloriabrown37,anniecooper60
frankparker21,jenniferpeterson43
cynthiacollins33,phyllisallen89
russellmitchell56,philipross90
carladams66,juliafoster06
marthaalexander91,laurarivera89
heathernelson19,scottsimmons02
markcampbell33,jeffreystewart33
denisebaker07,virginiahughes07
russellgreen83,timothycox88
rogersmith80,janeperry75
carlosmurphy80,johnwilliams45
loismartin85,helenhughes28
margarethoward92,donaldedwards44
michaelrodriguez44,dorisgreen75
joebutler84,bettyallen34
randyturner66,janeharris06
brucerichardson16,petermartinez93
arthurbrooks39,juangonzales23
aaronsanders67,irenethomas54
carolhenderson53,jasonbarnes78
kathleenalexander63,lorihughes64
victorwood55,peterbennett12
stephanielong79,francesbutler92
kathywright13,richardrichardson48
russelllong82,shawnmartin54
robinmoore53,christophergarcia34
williediaz02,shawnkelly10
markwatson48,juliamurphy78
dianagarcia25,catherinemiller81
gloriasanchez60,christinastewart86
johnnyfoster31,janicehenderson16
jeremyhughes40,peterross61
joelopez87,danielgriffin93
annbell35,annerichardson22
sandraadams55,dennisgarcia07
annrivera96,kathysanchez53
rogerrogers50,ralphcampbell29
alicekelly20,normathompson31
virginiaroberts24,stevejones45
kennethrussell50,carolwatson47
benjaminallen32,carolynanderson89
toddfoster62,craigcook30
samuelcoleman46,scottevans76
ronaldturner64,sandrabell77
rosealexander96,josephwashington40
frankmorgan53,marilyngonzalez08
stephaniegray80,danielhughes35
antoniorichardson40,kevinmiller35
margaretturner58,francesturner74
janetnelson81,normasmith47
stevehall36,victorbaker96
christinewashington79,jacquelinemiller94
emilysimmons19,rogerdavis17
garygarcia18,helenmorgan04
davidlopez40,stevendavis04
clarencenelson17,harrybaker49
alicebrooks96,mariathompson92
heatherhayes89,jeffreyhernandez60
lorilong22,josehernandez12
donnaedwards29,carolynlewis86
dennisbell95,paulasimmons78
irenecooper56,chrisroberts93
eugenebailey32,anthonywatson37
paulahill70,joewilson43
tammycarter22,christinawashington27
markrichardson48,sandrakelly95
josephsanders35,deniserichardson19
catherineperez31,pamelamartinez92
jeremybutler96,willieking98
annwatson71,davidross35
adamroberts59,joemurphy01
joshuasimmons98,raymondrobinson19
robintorres08,margaretgonzalez32
theresawood02,henrywood33
henrygarcia04,lillianward88
elizabethgonzalez51,danielbrown84
martinanderson34,catherinecarter47
jameswright47,ruthhill48
melissasimmons59,craighayes82
rachelperry84,kathleenhughes12
martingreen67,virginiathomas97
andreajackson80,susanallen28
juliemorgan84,brendarussell78
dianabutler59,ryangarcia82
rebeccabarnes50,louisbrooks19
paulmartinez19,geraldnelson77
mariamartin92,janicewashington20
georgerogers61,judithramirez15
patriciacampbell34,robingarcia13
nancyward41,amandabailey09
stephaniegriffin30,rubyyoung80
georgehill26,donnarichardson96
martinbrown40,susanwatson55
evelynwatson82,frankwalker68
haroldsimmons61,irenejames42
gregorysmith59,loismartinez61
danielstewart69,brucerodriguez06
rachelturner13,davidsimmons74
jasonlee41,keithrivera61
judybaker13,dianaturner65
seanreed59,rebeccalopez03
richardmartin90,philipthomas34
mariawashington80,louiserogers61
dorishoward47,lawrencebarnes29
shawncooper19,virginiareed05
joanjames40,brucethompson24
lisajones71,gloriagarcia52
patrickjohnson25,christinamorgan11
bonnielewis50,marthaperry34
clarencemoore15,juliawilson09
judithpatterson44,marthamitchell51
emilyhenderson07,ericthompson27
maryrogers41,jeremyking14
scottwalker56,karenevans97
louisewalker33,clarenceflores10
lisasimmons04,martinlewis76
catherinebailey93,brendamartinez32
dianaward08,christopherhenderson96
jenniferjackson79,catherinepowell22
joanthompson32,angelaperry34
marthamartin01,janetwood56
susanwright89,wandalewis65
kathywilson87,barbarahughes38
patriciawilson34,brandonjackson48
helenbrown67,cherylking34
andrewtaylor24,bettymiller78
theresareed36,michaelmoore30
dianeparker53,ernestbrooks35
timothycooper48,charleswatson62
rogeredwards93,larrylee66
jessicasimmons50,ernestsmith28
phyllisedwards31,eugeneevans21
jonathanbrooks41,rachelsanders27
johnscott65,williamclark92
bruceparker76,nicolefoster30
marilynward69,deborahparker92
gregorywalker23,frankrodriguez28
cherylrichardson93,kathygarcia79
sandrasimmons00,wandapeterson76
stevenhill46,andrewwashington18
sararussell05,theresahoward26
waynehernandez30,benjaminkelly45
christineevans29,craigrodriguez28
jessicamorgan09,justinwilliams27
stephenanderson16,albertprice27
rachelphillips00,carllopez66
wandaphillips76,alanmoore39
georgekelly90,briancox59
billycollins95,evelynedwards55
catherinecoleman40,donaldscott50
jessicasmith58,larryadams79
lillianmoore28,teresaallen35
louisking67,gregoryyoung90
theresascott19,janetgray54
ryanroberts23,jackstewart92
karenclark26,christinaalexander72
mildredjackson74,kellygonzales03
shirleylewis26,jeanmiller92
rebeccawood37,carlhoward21
marthasimmons64,martingonzalez08
justinkelly58,andreacook90
stephenrogers79,haroldwalker83
henryadams39,alangonzales35
maryroberts42,rubyhall09
andreagonzales21,joshuabaker70
ireneclark76,ryanflores05
normacook03,rogerhenderson43
saramorris95,margaretpowell61
alicebrown98,melissarobinson24
francessmith93,joemorgan82
craigramirez81,benjaminscott26
georgesmith23,stevestewart39
stephenward51,ralphcoleman15
ernestwright07,thomaslewis29
normaanderson58,martharobinson26
emilyallen83,georgewashington91
barbarasimmons97,annelee25
josehoward06,lisacarter88
christinebrown23,shirleyrussell72
lisajones71,janetbrooks29
philipflores23,paulaross08
markhayes77,markwilson67
timothyflores17,timothybailey62
josehill32,russellmiller71
ryanwilson39,peterbrown69
heatherflores70,rogerhernandez49
joejohnson03,ernestcampbell67
emilymitchell57,edwardlee72
janiceturner47,matthewmorris59
williamsanchez14,annecooper97
robertclark82,donaldnelson07
annejohnson45,clarencesanchez78
denisehenderson17,matthewbell75
frankcoleman78,carlross97
barbaradiaz20,bettyhall42
victormoore85,royrussell69
maryhernandez29,andreagray38
brandoncox15,jenniferlewis24
francesfoster81,bonniethomas58
sandrahenderson78,joycecampbell92
harrywashington50,juliamorgan81
terrycarter46,georgetaylor65
louisbryant40,robertbutler64
michellesanders32,markbryant34
robinkelly80,janicehughes68
kevinmoore99,johnpeterson33
toddperry80,jessealexander02
juliacarter41,michellecook00
terrybryant90,bobbyphillips79
johnnythompson00,joycehill02
louisewatson14,johnwashington26
helenparker01,dianarobinson98
richardbrooks43,martindiaz02
rubyhernandez23,helenanderson20
joyceclark61,anniebrooks48
johnnyreed02,johnrobinson53
loriedwards68,judithjenkins56
keithrussell19,seanstewart21
williewright72,kevinhernandez15
juliefoster96,patricktorres88
rubyward48,rosebrown61
ralphhernandez39,marilynroberts47
samuelwilliams46,janebell25
wandalewis65,julieanderson19
chrismoore93,bobbyrogers75
randyflores49,wandabrooks74
loriturner47,jeffreyrichardson36
howardwilson11,kimberlydavis77
harrypowell34,antoniohayes76
juliecox57,justinlee99
fredturner67,beverlykelly26
josephsimmons37,stephaniecarter30
jacquelinejackson99,anniewilson34
howardharris67,stephanieedwards44
kellyprice22,bobbyrodriguez59
jacquelinemartin85,carlhayes22
albertgray56,ashleyprice13
tinalee70,johnbrooks71
alancarter61,lindaperez88
petersanders84,patrickfoster41
earlhayes84,raymondrivera11
juliapatterson29,brianjohnson58
lindaalexander27,judithgriffin70
lisacox98,steveparker31
michellewilliams51,margaretwilson94
marthawalker94,peterward36
marybryant15,kennethmoore83
josephmorris07,jessicaphillips67
annahill79,scottwalker56
christophercampbell60,stevenwhite96
eugeneadams01,justinmiller66
harrygonzalez80,teresascott37
terryclark50,samuelroberts33
margaretcampbell36,johnjenkins15
kimberlyturner38,angelabutler70
marycollins35,marilynpeterson73
susanstewart26,rebeccahoward01
teresataylor09,catherineturner13
dianehughes66,carolhayes46
michellerussell33,teresabryant34
judithpatterson44,carolhayes46
donaldcook42,garybrown77
jessewilson48,margaretroberts26
carolflores79,harryedwards80
anniecox88,rubytaylor56
garyperez42,marienelson48
ralphmitchell30,katherinefoster94
joanhill84,shawnhernandez09
richardjames96,joshuawashington10
teresajames04,virginiagreen06
harryclark88,dianewilson61
brandonperez30,gloriawhite50
keithperry96,andrewgarcia23
janicealexander33,susanperez89
seananderson32,clarencerivera53
gloriaedwards99,fredsmith07
russellmorgan68,katherinewright08
gloriawhite50,angelabrown73
richardstewart50,lawrencehughes89
earlhoward22,catherinediaz49
mildredjenkins57,ronaldkelly80
kennethedwards52,scottbennett23
kimberlyperry39,brianmorris81
seanmoore15,irenewashington41
carolmiller29,deniseedwards55
haroldturner35,christinepatterson79
terrypeterson25,dianeadams30
sharonmurphy05,jerrymorris76
robertallen00,annieward01
anngonzales98,ralphbaker66
janegriffin20,earlthomas99
lisahall97,brendaanderson40
teresabaker23,georgeanderson58
tinascott70,donaldtorres75
eugenepowell74,richardjackson52
andrewhill61,stephaniewatson86
marthapeterson25,irenecoleman67
brucebryant78,jessicaparker40
kimberlyparker50,ashleygarcia44
elizabethwood89,peterbryant78
anntaylor98,pamelasmith11
henryrodriguez69,joshuawilson34
nicolegonzalez41,waynepowell31
carolbell88,phyllispeterson33
dorisross69,janicefoster12
judithprice33,catherineevans07
louisehall59,ashleyross88
anneallen68,anthonyjenkins45
lindahernandez56,randyflores49
phillipphillips72,nicholasdiaz84
amygriffin39,matthewalexander61
kimberlywilliams53,kellylopez51
rubysimmons14,sarahbaker97
teresapowell97,harryalexander97
ruththomas95,kathrynwilliams13
sarathompson31,phillipanderson98
lisaallen87,frankrobinson14
lindamiller13,jamesyoung15
sararivera17,kathleenroberts36
arthurparker91,emilyphillips99
jerryhill01,arthurramirez64
philiplong02,lillianthompson37
shirleywashington12,carolgonzalez35
georgecarter44,janethoward07
denisetorres48,jerryhughes47
normagonzales07,harrystewart84
harryparker44,gregorywood03
janetaylor70,amandaroberts77
evelynlong45,bettyward33
royjones26,loriscott66
stevenmorgan18,patrickturner19
judithlee66,williamcook99
stephensanders38,lilliancarter72
phillippowell90,sandrarodriguez46
nicoleprice36,andrewlong17
marktorres74,aaronpowell74
debraphillips50,douglasreed73
joyceroberts32,patrickbrown25
eugenerobinson47,jenniferkelly96
maryalexander31,chrismoore93
marysanders40,phillipjones02
teresadavis56,danielperry29
anthonyroberts38,joanlee63
janehayes58,amypatterson52
seanclark75,dennismartinez50
jessicamartin64,jerrycooper70
jackmurphy84,mariewright76
stephensanders38,clarencehughes70
kellyjames68,danielmoore88
laurawright80,gregorylong66
stevenross42,albertwright12
jeffreywhite75,harryjenkins02
ralphjackson24,marilynmitchell68
kevinclark65,antoniobarnes56
ronaldcollins77,seanthompson68
henrybaker21,paulaalexander90
douglasstewart80,terryhenderson55
lillianperez11,bonniethomas58
ralphrichardson72,jeremycox26
jeremycook31,deborahmartin91
roserussell30,annaturner72
kevinmorris20,justinlee99
gregoryallen54,lorijones97
ronaldwright22,jasonphillips73
amyrivera38,angelarodriguez90
antonioperry70,evelynbennett84
russellgonzales23,roymoore12
josephrodriguez98,irenepatterson95
katherinerussell30,walterhughes10
christinamartin39,williambrooks77
janetorres02,davidharris56
rubyrogers21,gloriaevans24
chrisbrooks50,kevinrivera34
fredbrooks90,jenniferdavis41
johnpatterson92,donaldgray45
janicewilson86,jeremycollins11
lisalopez45,ernestsanchez39
joshuataylor22,willierichardson41
timothyjohnson58,ernestsmith28
randycooper14,kathyroberts54
kathleenmartinez42,theresaclark73
carolyncampbell64,justinsimmons15
bettywilson52,jeffreytaylor52
danielcoleman15,normagreen65
loriwilliams58,jessenelson91
kevinmorgan31,susanrodriguez20
antoniowright35,beverlymorris47
carolynevans98,richardgriffin77
margaretpatterson46,dianeramirez69
stephenparker06,michaelwalker01
thomastaylor20,gregorystewart20
raymondsanders01,juanjones99
marylong80,craigparker22
waynesanders09,jeffreyhoward90
craigbell97,justinlopez00
janetevans84,kathleenmoore44
catherineevans07,jessicahoward29
richardbrooks43,charlesbutler88
louiscampbell17,shirleymorgan08
thomassanchez80,randyhill26
amybennett57,annbaker35
garycollins08,johnhughes42
normaramirez70,haroldcarter51
ruthcampbell01,heatheredwards85
alicerodriguez19,eugenecollins63
charlesprice31,stephenedwards15
kimberlyking48,henrywilson71
russellroberts93,victorgarcia59
stephendavis25,lawrenceross05
christinescott40,katherinehall92
rubyanderson02,teresabennett40
dianewashington04,donnagonzales31
christinawood72,joanthomas07
matthewhoward59,joecampbell76
stevensanchez53,williambailey78
robertgriffin00,nicolelee77
victorcox02,seangonzalez98
haroldkelly40,phillipsanders09
dianeramirez69,juliemorgan84
margaretross78,pamelahughes81
russellgonzalez90,chriscampbell78
pamelaadams82,susanwilliams88
jonathanwhite23,donaldreed97
marieharris11,russellmartinez20
josephsimmons37,carolynhughes96
tinaallen91,loisperry98
carlosbryant50,kimberlywright13
judithlong77,jasonlopez21
carlosbrooks81,emilyrichardson46
brianpeterson16,russellwood29
catherinegonzales10,heatherphillips11
geraldjenkins55,carlharris93
evelynadams56,louiserodriguez36
lorijackson96,sharonjackson36
jeannelson46,rubyward48
bettygonzales30,lauramartinez94
walterwilliams11,patrickbailey81
mariakelly77,kevingonzales90
bonnieturner03,jacquelinecampbell27
dorothybennett74,stephaniebarnes89
raymondrodriguez04,carlosmitchell75
howardwood41,douglasreed73
kevindavis22,carolfoster03
ernestramirez15,adamcampbell24
russellhernandez72,nicholascook81
edwardhayes44,waltercox71
bettyrobinson60,helenrivera41
joancarter21,marthawilson26
michaeledwards67,joseturner38
caroljones65,nicolejames15
andreaking46,annaturner72
geraldhernandez18,haroldking95
lawrencebell68,angelaalexander62
douglaswright45,garyhenderson66
bonniejames06,melissaflores28
sharonrodriguez45,raymondramirez55
brendajenkins52,evelynalexander75
sandraharris52,larryperez70
antoniohughes15,christinabrown79
scottmorgan44,christineadams98
kellyparker56,albertmoore52
terrybaker35,larrywood56
josecarter11,adamphillips93
emilyhill53,kathyreed98
scottflores57,irenenelson35
sarahfoster46,helenrodriguez40
bobbybarnes75,justinhayes72
jacquelinethompson53,cherylharris07
lauramitchell76,karenwilson28
karenkelly39,seanalexander93
sandrajackson07,aaronperry44
ronaldjohnson68,phillipperry26
pauljones73,royhayes20
ericprice52,jeremyramirez77
robinpowell68,markmartin12
theresabrooks47,ronaldanderson49
nicholasjohnson51,deborahcox16
phyllissanders71,johnpatterson92
amyadams18,irenemorris10
ashleycoleman96,teresawhite78
carlosnelson33,amandarichardson85
deniseevans65,beverlyperry20
margaretdiaz83,ryanrivera08
johnjohnson49,jonathanwood58
markwatson48,nicholasmorgan89
waynewilliams61,kevinhernandez15
robinjohnson44,evelynbutler76
brucehernandez75,jessicataylor74
rebeccarodriguez09,victoranderson03
jasonrichardson06,ericroberts32
marksanders82,charlessanders09
elizabethjohnson85,juliamartinez70
andreahenderson14,dorothysimmons19
lindamartin32,joyceking03
margaretjenkins95,antoniomitchell16
toddramirez41,kevinmurphy83
juliacox79,jeremybrooks14
carlgriffin21,phillipwalker26
paulacook73,mildredbell17
mariethomas07,kimberlyperry39
markgray47,jenniferprice96
donnabell59,amybutler06
charlestaylor34,aaronmiller85
catherineperry32,larrywatson62
richardrodriguez91,rogerhenderson43
beverlymartinez44,kathymorris20
kennethphillips53,andrewjones93
rubyprice38,walterbrooks58
nicholaswilson89,dorismurphy76
kathrynscott45,annejames78
jessicahenderson86,eugenegarcia46
mariaperry41,beverlyhenderson31
michaelrichardson17,emilywatson50
kellyrivera47,rosediaz78
haroldmorgan83,cynthialong42
keithcampbell85,fredbutler99
debrabutler13,scottbarnes81
josesanchez16,catherineflores29
shawnwhite78,matthewsanders10
charlesperez45,mariegonzales32
melissarobinson24,donaldrussell53
paulaking79,jamesprice11
katherinecook06,donnasimmons87
johncook60,janicejohnson06
lorigreen79,deborahwhite31
jenniferbrooks67,louiserodriguez36
angelacollins56,ralphpeterson47
stevenscott66,dianemartin27
geraldanderson66,theresabailey61
arthurgray36,shawnlopez50
jamesrogers03,wandakelly98
johnnywatson39,kimberlykelly01
jasonwashington71,tammyrodriguez90
thomasramirez68,albertlee08
thomasrobinson59,donaldhayes67
keiththomas57,mariestewart76
gregorybryant06,andrewjackson69
louisalexander63,annawalker27
ronaldhill51,thomasbrown79
cherylcox79,rachelsimmons52
helenjackson81,margaretsmith99
justinbrooks32,josephbrown39
matthewrogers48,phillipphillips72
janicerichardson45,chrissanders47
jimmydavis14,philliphill03
adamcoleman69,stevendiaz53
jerryedwards12,howardcooper27
cherylmurphy24,anneroberts28
catherinesmith99,juanflores53
julieperez89,pamelakelly78
lisagray96,kennethwilson06
lillianallen68,matthewflores89
ralphalexander44,dianahoward42
lorisanders38,marthamartin01
andrearichardson40,kathyhughes83
dorothyhughes57,alanlewis97
josephrussell61,keithbryant61
shirleycarter75,charlesperry22
gloriamiller39,sandraedwards87
joebutler84,christinaking00
marilynpowell04,raymondsimmons54
craigevans80,rachelwright50
nicoleyoung75,jonathanlewis60
rebeccamartinez20,frankmorris69
phillipking67,raymondthomas90
louisemiller44,carolfoster03
annamurphy43,donnaramirez33
samuelramirez81,dianemartinez81
jeffreyfoster17,shirleymartin64
roybennett56,daniellewis68
waynewright53,gregorymiller53
arthurwalker36,deniselee96
kimberlystewart25,rubyross93
ronaldjenkins78,craigrogers05
anneramirez27,howardrichardson50
chrisreed67,charlesjones29
walterrivera07,jerrysanchez20
marthasmith29,nicholasphillips75
michelleperez98,juliacooper33
ryanbrooks35,jacquelinecook41
nicholaspowell64,janettorres82
annkelly88,mariestewart76
raymondpatterson49,kathleenwood97
bettygonzalez73,frankgarcia34
justincollins99,patriciacampbell34
paulmoore08,patrickevans25
margaretanderson27,loisjenkins18
russellrobinson03,willieharris85
mariagray44,jessicawilson61
mildredrussell27,anngreen65
teresalopez40,albertcox27
rachelcook43,lillianrichardson49
johnnybell13,ronaldrogers34
janetrodriguez50,patricklong74
dennispeterson48,haroldpeterson29
maryjames29,phillipphillips72
antoniosanders29,cherylbarnes01
billyross14,karenlopez99
margaretflores26,kathyadams19
ernesttorres02,nicholasperry97
susanjackson37,carlosreed92
sharonlong76,carlclark42
susanevans35,matthewmiller17
dianephillips51,carolynmorgan55
teresaadams56,dorismartinez69
laurapatterson70,evelynpeterson29
jeanfoster51,sarahwood77
keithgriffin14,stephanierogers98
robertallen00,normabaker71
dennisgonzales60,ronaldparker05
toddbutler30,billyperry29
richardflores14,thomasmartinez75
ernestjames30,bruceprice00
keithmiller74,terryrogers96
annaevans41,ralphgriffin12
donaldhall54,brendarobinson61
antoniomorgan11,roylopez91
tinapeterson87,jeremymartin00
joanstewart85,loisflores34
kennethmartin75,debramartinez63
karenrobinson14,antoniocarter46
cynthiagriffin85,johnnybrooks98
victorbryant00,loiswood79
helenlopez03,marthajenkins47
stevenward89,philipgreen68
terryallen99,lawrenceking14
victorhoward46,alangonzales35
walterlong43,williecollins38
lisapatterson47,jeffreyjenkins35
kimberlygray63,phyllisbrown60
brucehoward92,andrewdiaz17
arthurcooper59,janicenelson75
philliprobinson32,geraldpowell74
joshuabell62,carollong52
brandongray40,geraldsanchez33
roybennett56,edwardcook24
catherinesimmons83,janephillips43
catherinecoleman40,brucemurphy92
carolynmorris98,brucelee50
willieking98,jessicaross39
elizabethmoore66,larryhayes49
paulaadams47,juanhall25
raymondrogers26,amymorgan51
alansmith83,adamcarter97
ruthcooper91,lillianward88
jamesbryant09,kenneththomas94
joycepowell03,nicholasedwards96
albertwright12,janetgarcia54
scottscott59,rosecooper94
aliceparker21,rogerevans57
susanwilliams88,christineclark18
kellyhall14,justinwilson87
marthawhite11,sarahcampbell24
racheljohnson26,louiswood71
carldavis77,walterwood14
keithwilliams35,ericdiaz05
antoniogonzales30,jerrylee90
jackbennett38,annierivera76
jacquelinegonzalez45,rebeccawalker47
johnpatterson92,russellsanders88
joycerogers97,shawnprice57
fredmorris39,roserussell30
ruthbaker13,jimmyhayes17
williambell42,evelyncampbell15
anthonyprice42,marilynhoward22
markdiaz58,ericbarnes91
brendajones21,earlbrown26
richardhill24,normasanchez25
nicholasgarcia86,tammyclark84
beverlywilliams78,anniecox88
jacquelinetaylor10,marthalong82
sharonwood81,haroldflores59
bonnieclark78,frankpeterson00
carolynmitchell71,annieevans02
georgehenderson57,teresaward95
johnnybell13,rachelwood26
susancollins32,dorothyparker97
mildredcarter56,patriciapatterson45
kellybennett98,donnahernandez09
theresaphillips77,roysanders32
rubyroberts35,henryhoward18
rosemitchell54,thomaswilson10
lisasimmons04,donaldgray45
deborahrobinson31,catherinerobinson45
russellrichardson06,terrywhite08
dianebell12,kellyhill15
geraldprice17,louisewright40
kevinjones25,katherinepeterson88
christinahenderson36,teresaalexander06
amandamitchell50,dianemitchell96
margaretperez76,denisediaz16
christopherlee20,timothymurphy07
juliejackson10,bobbyturner60
russelljones65,carolyngray93
lindaward32,teresafoster69
anntorres82,annajames27
ronaldmiller97,carolynross99
theresaramirez81,janicebrown42
alanwatson74,garylee98
dennisbailey36,ryandiaz37
andrewwashington18,robinsanchez65
christophergarcia34,karenbutler31
terrycox52,garygonzales57
christinagonzalez66,clarencemartinez24
johnrogers21,marysanders40
amandajenkins47,wandaedwards48
carlosgonzalez34,justinturner27
karenhughes15,angelapowell62
kimberlyjohnson60,jeremykelly51
howardlong38,danielgreen36
michelleclark30,sharonbell05
janiceperez02,gregorywatson05
billylee26,jackmartin04
michelledavis89,joshuagonzalez09
pamelahill56,johnturner53
seancarter97,clarenceflores10
francesphillips96,erictaylor96
gregorymiller53,kellypeterson18
matthewlopez18,phyllissanchez85
geraldyoung68,jeremyramirez77
donnasmith66,patrickreed73
brendagonzales09,russelljackson39
toddmiller43,josephgonzales32
richardroberts80,kathynelson33
jeremyperez14,sandramartin02
benjaminfoster98,jessecampbell35
michellethomas68,stephensmith93
lindagray64,barbaralopez70
jameswilson16,shirleymiller08
earllong05,ashleyprice13
victorgarcia59,ronaldhall57
henryjohnson22,annacampbell67
michellecoleman92,loisjenkins18
antoniolewis93,kimberlypowell22
andreaflores81,martharoberts95
timothystewart05,amandaphillips00
kevinkelly64,martharogers14
andrewgonzalez98,ericwhite15
sharonthompson53,marilynpowell04
tinaflores81,jeremylewis41
amandaroberts77,douglaswood21
