userID,actorID
jessicawright71,nm2419914
samuelpatterson09,nm0043714
philipcooper49,nm0028625
lisataylor15,nm3239803
williehoward97,nm3915728
jonathanwashington86,nm0277213
christinecollins36,nm0468957
jonathanmartinez09,nm2262265
juanhayes01,nm0866918
jacquelinesimmons25,nm0763650
randyrogers97,nm0934618
amandahall41,nm0726773
amyhernandez60,nm5584750
ronaldbarnes00,nm5896355
marybutler14,nm0519456
alanphillips93,nm2085629
royross81,nm7483475
kathleengonzalez61,nm1695893
kathyjackson10,nm0722636
carlallen04,nm2259283
samuelbutler41,nm4245240
sandraflores30,nm0272706
kennethcox96,nm0000913
paulrichardson03,nm1666855
christopherbutler92,nm0523595
theresacooper85,nm0397212
theresarivera99,nm2089814
shawnsanders57,nm0147794
catherinehall01,nm0541908
frankwatson79,nm0586524
sandrabailey19,nm8232982
justincarter42,nm0823536
howardmorgan38,nm4032297
victorsmith89,nm0248981
justinlong64,nm4498656
josewhite62,nm0910935
stephaniedavis86,nm6142895
juanlewis51,nm0387916
amandacook63,nm1890655
russellhenderson93,nm0806268
paularivera26,nm0193579
sarahwood37,nm0322591
seanjames84,nm0589505
gloriawright65,nm0594647
christinathompson22,nm0141613
judithanderson76,nm0910278
davidstewart95,nm1603145
amandagonzales22,nm7079491
louismoore04,nm0005239
lorihoward77,nm1227232
jimmybarnes33,nm0744107
gloriawatson12,nm1367246
rebeccahernandez93,nm0542133
donnabrown02,nm0557609
ericmartin78,nm0835045
melissabutler32,nm0847261
alanwood83,nm3680658
margaretcooper85,nm1045684
teresabell16,nm0156345
ralphpeterson89,nm2073546
phyllisjames88,nm1172478
kathleenmorgan82,nm0593961
matthewmiller13,nm2730808
evelynprice92,nm0245145
carolynbutler63,nm5014245
elizabethbutler69,nm1223326
christophermiller86,nm7140802
ruthlewis20,nm2399383
markbarnes89,nm0369357
kathyjones40,nm0544718
richardrodriguez80,nm1111968
thomashughes39,nm0628877
terrystewart68,nm0344276
shawnanderson00,nm0632165
waynerichardson54,nm0508536
juanbaker17,nm2931729
brucebutler09,nm5585713
nicolegriffin19,nm0625735
jacquelinejenkins24,nm5016878
susanfoster13,nm5105119
ruthstewart58,nm7446985
melissadiaz36,nm3211304
janedavis56,nm1907066
nicolejones17,nm0001421
gloriaparker05,nm0063440
lawrencepeterson22,nm0000230
seanlewis09,nm1374980
gregoryrobinson44,nm0865286
justinramirez09,nm1654656
keithgriffin42,nm1047329
philliplee26,nm0684515
kennethbarnes60,nm0000470
brianyoung70,nm0402730
williamcoleman44,nm7506705
ruthperez38,nm0494069
karengray24,nm1571487
marybrown78,nm0258402
antonioscott37,nm4416000
joanmartinez14,nm0401522
christinakelly46,nm0087109
albertmoore04,nm3262317
timothyharris52,nm0077715
randyking31,nm0085400
johnbaker15,nm1412974
cynthiabryant49,nm0001682
marthaflores36,nm0313702
joejackson51,nm5119563
ashleyrussell13,nm9931333
janetjones33,nm0537698
paulaparker69,nm8635807
seanwood37,nm0001201
phyllishenderson43,nm0895759
juanhayes01,nm0764853
larrykelly85,nm0000323
jamesbryant93,nm0448486
thomashall91,nm1819083
rubyhenderson12,nm0250659
josephjenkins02,nm0835045
rebeccarogers77,nm10202855
brendawood32,nm1096845
karenjackson77,nm1834115
brandonsmith39,nm1596400
matthewharris25,nm0611932
antoniomiller55,nm0624174
maryphillips29,nm0503059
deborahfoster87,nm0422205
douglasward89,nm0636637
dorothyparker91,nm11046604
dianabailey94,nm4725341
benjaminkelly15,nm6851510
mildredward45,nm3838034
stevesmith50,nm12366935
dorothyrogers97,nm0820053
theresaprice99,nm0309348
donaldsimmons98,nm1928515
paulclark57,nm1784926
rogercarter30,nm1459357
margaretbrown58,nm6663708
shirleysanchez02,nm0075650
toddtorres63,nm4350114
tinahoward74,nm0620936
dennispowell95,nm0001378
geraldpeterson97,nm0910844
nicoleperry49,nm4306006
ralphhernandez60,nm2255271
michellerogers85,nm1638294
sarahpowell53,nm4257098
michaelturner96,nm1328568
timothyalexander07,nm0600877
jeffreybarnes71,nm0629538
jerrygonzales93,nm0452817
williesmith75,nm0908919
ronaldross83,nm0230649
gloriaking25,nm4955588
haroldrogers74,nm0366466
thomasscott32,nm0004977
eugenegray48,nm1194981
jerrysanders63,nm4712342
janetwatson90,nm8596133
rachelgonzalez89,nm0328709
stevencoleman99,nm9920337
tammypowell06,nm4492084
samuelfoster22,nm0750758
keithbell66,nm1249077
marthapeterson04,nm0059431
sarahmorris61,nm8631509
dorisevans95,nm5052065
albertsanchez08,nm0001682
lawrencemartinez66,nm1763577
margaretjohnson07,nm2989873
pamelasanchez52,nm8838353
sandrajenkins29,nm1542291
patrickscott02,nm0001774
sharonbrooks68,nm1421814
beverlylee44,nm10172956
dianarodriguez63,nm0812307
rogerwalker09,nm1645334
susanbutler38,nm3163435
larrycoleman82,nm1045739
annajackson95,nm0851311
frankphillips55,nm0836070
nicolemorris22,nm0837784
ernestbaker90,nm0360743
samuelking57,nm0000669
bobbygarcia91,nm2151626
sarahlopez99,nm0453448
jessicarogers29,nm3271473
timothygonzalez42,nm14282114
clarencebell77,nm0833373
sarahcampbell63,nm0582278
debraallen53,nm2091041
eugenerivera88,nm0039327
andreahoward19,nm0000140
edwardhughes05,nm0066362
timothyrogers29,nm0307726
patriciagonzales47,nm0400223
johnrobinson05,nm0238135
ireneprice56,nm0538683
dianagray62,nm1933128
anniehernandez44,nm1670601
jesselong50,nm0537698
douglaswhite20,nm3052296
ashleyrivera97,nm0747172
andreayoung38,nm1662572
michelleroberts38,nm0169565
johnrobinson05,nm0281167
janemartinez90,nm1499518
bettyking07,nm0005268
dianethompson66,nm4955588
christopherpatterson36,nm0000677
dianewhite83,nm7401654
susanturner03,nm0001484
clarencemurphy16,nm0707816
barbaramiller76,nm2958806
paulrogers46,nm1678063
markparker60,nm6695317
charleshill77,nm0146061
paulroberts62,nm0001173
susanbrown81,nm0215916
angelaramirez71,nm0536630
thomasking84,nm1269733
davidcampbell23,nm0212170
antonioperez62,nm9862858
robertturner80,nm3906429
denisebaker40,nm2346665
carlosdiaz11,nm0602107
janesanchez07,nm1404824
brandonpatterson38,nm0265670
kathleenhall70,nm0580924
albertbutler09,nm0726257
ralphhill42,nm9602955
carolperry08,nm0531589
lorirodriguez78,nm7022514
earlcampbell82,nm4277598
ruthbutler60,nm0567852
jeanbutler87,nm7322143
emilylong78,nm7297538
rogerrodriguez50,nm5956547
randyjenkins68,nm1560396
teresahill85,nm0532685
bonniegonzalez18,nm11838519
annacoleman98,nm14643701
wayneperez35,nm0222088
mildredrivera66,nm3693092
antonioross18,nm0229422
wandajames77,nm3261208
matthewphillips17,nm3141662
wayneward42,nm2782402
dorishughes30,nm1558628
susangarcia13,nm1890935
annietorres17,nm0520586
carlosmurphy37,nm0898420
anthonyharris59,nm2266388
josephparker02,nm10920106
johnthompson60,nm3507289
ralphwright97,nm2913119
jasonmartinez17,nm1410105
philipwatson11,nm0668994
sarahhernandez22,nm0001471
beverlymiller15,nm1581544
johnnypatterson80,nm0000424
deniseparker41,nm0156345
danielwatson89,nm0636280
marilynwalker33,nm0971334
ernestanderson38,nm0154899
carolynbrooks13,nm0427894
dianecoleman03,nm1502522
francesgriffin27,nm0019885
henrybailey43,nm0367496
benjaminpatterson14,nm2062720
kennethrivera65,nm8665963
geraldthomas10,nm10030720
richardward13,nm0392625
patriciajackson35,nm3586035
danielgreen11,nm0033843
danielbell67,nm0521485
jamesflores28,nm0171513
thomastaylor73,nm4053136
rogerwilson96,nm0357979
virginiareed28,nm1679669
geraldprice07,nm0027424
philipstewart22,nm0415382
keithwalker70,nm0541218
haroldhughes53,nm0696038
caroldavis43,nm0004770
billypatterson22,nm0874696
harrymartin30,nm0000367
dorothyjenkins08,nm0302108
arthurstewart07,nm0190190
russellstewart27,nm0042212
kevincarter23,nm0819874
shawnfoster48,nm0062430
debrapeterson28,nm0190206
kathywood98,nm1476796
thomaspatterson45,nm0000609
justinpeterson90,nm0925943
georgegriffin12,nm0646488
lillianwatson09,nm8324340
evelynhernandez52,nm7511512
craigmoore41,nm3289096
waynepeterson15,nm0322306
rosefoster32,nm1098947
stephanienelson72,nm0295506
eugenecollins86,nm0429250
billylewis86,nm4420495
johnnyclark30,nm2673512
debrarivera97,nm1097364
denniscollins69,nm1992631
samuelwatson89,nm1143429
donnawilson94,nm0593463
davidnelson80,nm8272886
paulaharris48,nm7489737
susanhenderson07,nm0848948
wandahughes85,nm9865565
jeremymorgan41,nm0462407
paultorres96,nm0827561
jerryprice71,nm6706859
gloriawatson12,nm0782561
loislee81,nm0085823
janebrown79,nm0458325
jacquelinewood94,nm0001567
marialee46,nm7271801
joycehayes84,nm0698764
andreafoster51,nm0000307
cynthialee18,nm2378839
tammybrown99,nm0000316
jimmyrobinson83,nm0000511
joseturner53,nm0293739
ralphwashington98,nm4719349
eugenedavis28,nm0004834
dianawilliams25,nm0569000
kathleenperez77,nm0762121
anniecarter86,nm0407296
frankrivera57,nm0628877
haroldbryant90,nm0957372
geraldcox88,nm8244422
deborahgray95,nm0002332
wandamorgan20,nm0000582
toddadams82,nm0000358
nancyking39,nm1392076
jasonpowell04,nm0442066
ruthsmith16,nm2339825
waynejackson44,nm0114499
normalong22,nm0001136
irenecollins30,nm0555404
loribell99,nm1722914
edwardwhite18,nm3158974
teresamorgan60,nm1244971
georgemorris56,nm0131966
rosesanchez12,nm2942962
jeremywilliams47,nm0744776
kellybennett40,nm0000152
beverlywatson19,nm1247401
adamdavis25,nm0045393
jessecampbell42,nm1770380
louisejohnson18,nm6076229
toddjohnson22,nm0453746
jessicawood91,nm7367695
dennishoward92,nm0000105
kathyhall52,nm2343444
louishernandez47,nm0438484
justinbell01,nm0764606
rogergriffin75,nm0837000
carlosmitchell04,nm0001128
evelynmoore62,nm1344302
karenedwards30,nm3931538
brucethomas83,nm5589118
michaelwilson89,nm1229940
brendamoore82,nm0889926
phillipscott02,nm0788903
arthurallen86,nm1668265
marthawilliams40,nm0951148
dennisbaker50,nm0000511
karenwilson90,nm0462648
virginiaanderson54,nm2016581
justinsmith66,nm0819850
amypeterson66,nm1807302
janicewalker32,nm0947986
donaldpowell21,nm0752740
jessicalong73,nm0230649
williamlopez38,nm0249378
shawnroberts68,nm5877625
irenemorris67,nm0018234
markwalker41,nm0000047
davidjohnson70,nm3271473
katherinehernandez74,nm5184964
margaretrobinson88,nm0363117
keithlong18,nm8821143
douglassanchez26,nm0769449
melissafoster75,nm4157959
aliceyoung02,nm0355024
alberthughes28,nm0654197
terryjohnson18,nm0614526
toddbell17,nm2275042
donnahughes82,nm0191906
kellywright27,nm0673932
aaronlewis41,nm2274210
tammyadams04,nm0802107
jonathanhayes81,nm0740371
kellyalexander64,nm4477836
lawrenceadams00,nm3102916
amyallen06,nm3422130
jonathanjames05,nm0000205
jacquelinewood94,nm0170306
garythomas83,nm0006535
jackhernandez12,nm9172151
louisrichardson52,nm2953573
kathrynwatson60,nm0435323
dianalee82,nm5219118
ronaldperry07,nm0919991
juliathomas11,nm12840985
lawrencegarcia65,nm0701008
matthewevans35,nm1028580
rebeccarichardson54,nm3420188
thomascox13,nm0959889
rachellee92,nm2484864
carolynbrooks13,nm2943468
mariabrooks99,nm0648619
judithrivera65,nm0821048
geraldphillips97,nm0726635
rosesmith96,nm0914113
toddmitchell61,nm1546077
brianhernandez92,nm0990448
ryanhenderson85,nm2088623
toddrogers68,nm4958592
janiceanderson09,nm0747172
katherinejones00,nm0863130
christinamurphy98,nm4405794
jenniferhernandez15,nm5453200
raymondfoster11,nm0001420
ryanmitchell11,nm0649210
geraldmartin38,nm0001497
deborahbutler42,nm2486247
janebaker68,nm3035232
danielrichardson58,nm2018237
jennifermitchell38,nm0098378
markhenderson06,nm2607253
amandadavis68,nm2971968
paulramirez31,nm0322407
cynthiathomas33,nm0586568
shirleymurphy92,nm0605453
emilybutler59,nm0430812
richardtorres78,nm0256960
carlmartin05,nm3684167
brendaroberts19,nm4729403
jeancook79,nm14022176
christopherhernandez64,nm6051155
paulramirez31,nm0000530
timothybailey61,nm4610169
cynthiamiller69,nm5204134
antoniorichardson64,nm0156432
harryhenderson38,nm1113349
scottrogers43,nm0750530
dorisharris25,nm1316819
victorcook62,nm1719342
bettyrogers53,nm2110418
mariamurphy94,nm2278458
johnwhite25,nm5228901
sarasimmons83,nm0315760
lawrencethompson06,nm0000095
paulhoward01,nm10424479
brendasimmons11,nm1377561
wandarodriguez59,nm6161516
gregorybrown76,nm0222643
toddwood28,nm11735922
lorilee89,nm1002207
waltermoore55,nm0038572
fredcox33,nm0480775
dennisprice22,nm1646177
janetmiller24,nm1465063
nancyhill41,nm0653071
ronaldbell19,nm7529030
matthewrichardson47,nm1626241
josewood60,nm2286188
patriciabarnes04,nm0004980
dorothyfoster70,nm0937239
ronaldphillips70,nm4276775
christinejones61,nm0817748
ralphlee32,nm2850666
phyllissmith96,nm1229204
dennisthomas56,nm0002076
josephwilson85,nm0000649
stevecoleman10,nm4142788
francesdiaz27,nm0000136
judywright99,nm0836121
samuelhoward60,nm0221046
joancollins90,nm0259574
jennifercarter32,nm0914240
adamharris64,nm0149936
carlphillips04,nm3319431
chriscarter38,nm0714147
irenejohnson51,nm0094789
pamelahoward92,nm0687443
robingonzalez62,nm7344295
phyllismorgan02,nm3775036
eugenefoster97,nm1589051
marieprice51,nm0005320
virginiawood21,nm3419119
jenniferwalker49,nm0420121
earlbennett41,nm0059971
ralphanderson08,nm5052065
rebeccahenderson88,nm1194981
anneprice39,nm0498271
ericwilson09,nm0482311
willieturner41,nm3021333
jimmyperez17,nm1549295
edwardmartinez55,nm0112001
robertprice68,nm1344302
irenesmith58,nm0907548
annepatterson81,nm6797988
dennisbrooks64,nm0080115
annalopez63,nm1352881
dianegarcia48,nm0211653
mariareed35,nm0001197
robertclark57,nm0022161
juanking10,nm7098092
stephaniejohnson54,nm1272258
dorisbailey45,nm0698346
helencoleman49,nm8475903
mariesimmons98,nm0392625
janetturner61,nm1117791
josepatterson85,nm0394676
richardbaker70,nm0929934
georgegray34,nm0429363
albertpatterson00,nm0734236
shawnmiller73,nm0454419
haroldcampbell28,nm2476624
andrewnelson82,nm0000867
matthewcampbell30,nm0896292
jeremyprice67,nm0888652
michelleedwards20,nm0349052
michelleallen49,nm9982544
haroldlewis84,nm0149260
richardhill41,nm0719606
normasanders07,nm2999531
willieperez52,nm0480465
jerryroberts21,nm0005244
dorothywilliams66,nm0617852
haroldpowell82,nm0209428
billyrobinson74,nm0258195
bobbyramirez58,nm0117429
virginiacollins08,nm0641314
peterbennett59,nm0005078
normalong22,nm3091777
doristhomas86,nm3913726
heatherking46,nm0614436
patriciagreen64,nm0859503
judithpowell46,nm0154226
normamurphy51,nm2015221
cynthiabennett50,nm0463828
cynthiabutler96,nm5039026
jasoncampbell79,nm0447290
rogerbrown90,nm3165937
antoniobailey14,nm1655358
catherineparker60,nm3598223
dianahenderson21,nm1456471
earlgonzalez24,nm0576928
kathynelson57,nm0005188
helencox38,nm0403374
philliprobinson10,nm0004789
raymondallen24,nm1977856
judyevans17,nm1468254
michaelmartinez08,nm2617760
jasonscott26,nm0075849
randymartinez01,nm5138610
annecampbell01,nm0158666
gregorystewart52,nm0392776
bonnierobinson42,nm1366568
wayneward42,nm2850826
rosecampbell68,nm8816423
howardadams21,nm5732956
anthonyroberts42,nm0241222
wandadiaz87,nm11807845
jeffreysmith41,nm0892383
juancox03,nm0235684
rachelramirez50,nm0579914
anniepowell96,nm0867017
josemoore46,nm0704630
craigwright31,nm8264172
lauralong61,nm0228678
waynecarter47,nm5518972
rogermorgan77,nm1628079
patrickbailey24,nm0001751
carolynrodriguez93,nm1634838
robinphillips48,nm3492494
carlrivera64,nm0569927
melissarussell53,nm0264506
tinarobinson67,nm0936403
clarenceramirez37,nm1117728
paulawilliams96,nm1417647
waynerodriguez76,nm3794746
henrycooper94,nm0005337
victorrodriguez88,nm2115341
arthurlopez41,nm1898448
lillianbryant47,nm3379444
janiceking49,nm0867780
ruthsanders02,nm12547022
patrickwood74,nm5817269
judynelson70,nm4571421
michelleward49,nm5395541
robertjackson07,nm0034509
jerrywilson72,nm4327544
laurabutler17,nm2171898
dianaprice91,nm0473447
lindayoung89,nm1271759
royedwards99,nm4737131
brendascott79,nm0461025
beverlyrodriguez36,nm0320988
kennethflores40,nm0942782
benjamingriffin91,nm3942577
emilycox08,nm3283923
larryjames11,nm11525862
stephenmorgan47,nm0090309
debrarobinson59,nm0001381
willieperry28,nm0441401
mariegray45,nm1543989
jeancooper88,nm4851894
jacquelinecoleman26,nm3078715
clarencelee38,nm3283923
ericgarcia01,nm1151879
rachelperry71,nm8134169
janeward98,nm3805567
petertaylor63,nm0283409
sarahwatson74,nm10587636
aaronmorgan40,nm0426038
kathyturner57,nm3915728
alicebryant15,nm2952467
carlmoore57,nm1620741
janicescott20,nm0019336
chrishenderson57,nm1323275
janicerivera26,nm0001642
tinajackson76,nm6136780
aaronturner04,nm0769237
aaronmurphy48,nm2018573
keithcarter71,nm0000977
robertcollins90,nm0774386
annlee66,nm0884660
davidmartin92,nm0284649
karenreed22,nm8165603
anthonyallen99,nm11277598
sarahwilliams09,nm0169982
louisgonzales06,nm5831542
kathyward55,nm0731286
seanwashington04,nm1213820
christinecarter52,nm0001356
lisajones69,nm10155684
virginiahall91,nm0791868
jacquelineperez54,nm0679150
richardkelly16,nm0812427
josejones98,nm0851311
haroldtaylor63,nm0600473
gregorycooper26,nm1344991
sarahbailey83,nm0387914
janegreen26,nm0002004
petermorgan96,nm2152379
gloriatorres12,nm0005562
nicholasmitchell71,nm9557999
bobbymorgan81,nm0612038
justincox12,nm1404824
richardrobinson79,nm0225921
mariabarnes18,nm2638313
joangreen07,nm1869640
anncollins22,nm1577858
harryrogers26,nm3388887
amyphillips55,nm6038165
shirleymartinez41,nm3080355
nancyparker90,nm0568385
dianajenkins50,nm0973177
joshuarussell36,nm0563740
ralphfoster78,nm2129938
robertturner80,nm1675002
johnrivera38,nm0891092
dianagreen68,nm0480798
stephenlee05,nm0016141
brianprice09,nm3084972
jasonmiller15,nm0000565
marklopez54,nm0157771
antoniobutler58,nm1161994
mildredwright69,nm0645785
carlrobinson28,nm0004423
robertmorris64,nm2399383
patrickcarter43,nm0416355
maryrussell83,nm0657734
katherinemorris26,nm4572244
larryjackson56,nm4805317
carolbryant05,nm0558548
terrycoleman45,nm0593664
amycooper87,nm3498991
sharonroberts22,nm0001747
judithhall15,nm0057150
juanwilliams80,nm0001736
kathrynhernandez92,nm1628079
dianesimmons45,nm1480430
harryjames59,nm1592136
gregorymartinez09,nm1249574
phyllisrussell29,nm0558637
donaldjenkins69,nm0001253
ruthbryant71,nm1979275
beverlygray57,nm1199153
tammybarnes68,nm0533599
ashleyparker59,nm0881420
adamreed67,nm0915093
juliethompson64,nm0144377
earllopez59,nm3977251
kevincook50,nm2539953
heathermiller81,nm2484864
michaelsmith01,nm4312440
patrickjones68,nm5037746
kevinhernandez00,nm0001209
juliabrooks04,nm3177935
irenecarter47,nm2973326
craigmartin63,nm1055413
rebeccamartinez60,nm8915933
donaldwright65,nm0371824
timothymoore00,nm0057055
phyllisbutler33,nm0000168
debrasmith24,nm0732133
karentaylor22,nm0698977
dennislopez88,nm3952890
raymondwilson07,nm0570245
lawrencedavis01,nm0004834
theresacook79,nm0639774
sarawood41,nm11769337
albertlopez24,nm9851055
pamelaadams93,nm2297067
kimberlyrivera51,nm0022306
chriscook24,nm0273464
beverlycook55,nm9300501
larryperry26,nm0371846
mildredwright69,nm0521979
joemorris23,nm0880518
nicolecook20,nm0032810
angelamartinez94,nm0168262
louismorris37,nm1770815
scottyoung17,nm0524528
stephenanderson64,nm0000574
gregorybell72,nm1334396
paulgonzales86,nm6037256
alicebailey56,nm0369935
thomaswright06,nm0044796
philipgonzales17,nm2284889
roystewart56,nm0193066
ashleybailey69,nm0001832
judythompson28,nm1125711
jonathangonzales44,nm1456970
ruthlong03,nm0126669
justingonzales78,nm0075321
dennissanders54,nm12422297
brandonramirez10,nm0001629
joansanders18,nm0001348
rubybaker08,nm0001687
bobbycox03,nm7885187
geraldhenderson22,nm0392776
martharodriguez35,nm0001471
cynthiahughes14,nm2110418
rachelyoung76,nm3761753
waynemorris90,nm12881714
normamurphy51,nm2323845
janicecarter73,nm0377844
chrisjones06,nm0684131
carolyngreen29,nm7414957
jacquelinecoleman26,nm0324672
andreaprice96,nm1875238
kennethmiller66,nm0358316
scottstewart76,nm8567129
annielee85,nm0358390
joycepatterson35,nm13857303
louiswashington95,nm0147794
philipallen50,nm1754373
tammypatterson41,nm0001838
adamrodriguez92,nm1030344
angelaflores84,nm0038231
stevengreen06,nm0909768
marilynpeterson42,nm3996908
thomasalexander22,nm0101563
scottwalker88,nm6294201
kathyclark71,nm1587232
louiseroberts02,nm0582149
sarahwood37,nm0233562
raymondturner29,nm7322145
bettygray16,nm0417526
carolynross82,nm1056120
louisephillips00,nm0345291
annewalker34,nm0591373
benjamincarter06,nm0535582
carlanderson22,nm0881631
karenfoster70,nm0281909
ernestwood36,nm0006795
seanyoung31,nm0802425
janeclark13,nm0647583
haroldroberts60,nm1959252
kathycoleman95,nm0015764
lisawashington37,nm0766502
andrealong16,nm0347149
kathymartinez74,nm0968797
stephenalexander03,nm0272521
sandrayoung22,nm0558548
carolynbailey64,nm7452858
carlrussell66,nm0381043
josephrogers82,nm0240381
andrewgonzalez75,nm3080981
melissalopez42,nm0488095
heathermoore42,nm0290075
cynthiaedwards47,nm4277253
craigmoore41,nm0004829
paulajones82,nm0001262
dennisadams41,nm7297538
christinareed22,nm0227875
kennethlewis85,nm2020109
kennethpatterson07,nm0003910
kathrynjones87,nm0748964
shirleycollins61,nm0608090
donnawhite14,nm0444786
paulbaker27,nm12236842
rogeralexander26,nm0001625
juliaedwards44,nm8464384
carolcoleman17,nm2859154
craigjohnson82,nm0204706
elizabethward75,nm8428326
willieedwards86,nm2546012
juliarivera48,nm2071234
johnnyhayes55,nm0894857
denisenelson18,nm1698929
amandaward96,nm0000637
dorothycollins80,nm0000754
christinemurphy93,nm0095029
paulwalker99,nm1040587
francesjenkins63,nm9029751
craigroberts72,nm0842737
howardking57,nm1053019
royward10,nm3127008
walteranderson30,nm1662011
judithhoward01,nm9058955
sandrabennett14,nm0061437
emilymorris07,nm0157785
raymondmartin19,nm0757327
janetmorgan56,nm0039402
helenharris98,nm0618651
bettyjones06,nm0071304
alanmartinez02,nm5860325
deborahthompson89,nm0755941
chrismartin06,nm0441592
justinrogers31,nm0702409
loribell99,nm0240103
thomasevans16,nm0803558
kellyturner11,nm0001397
waynepatterson62,nm5426873
beverlymitchell83,nm6489058
cynthiaross61,nm0607916
christinapeterson70,nm0001550
shirleylopez19,nm10299359
wandatorres57,nm10705143
martinkelly16,nm0890548
barbaratorres50,nm1532511
roypowell22,nm0825784
catherinehernandez21,nm0700875
nicolecooper85,nm0404993
paulfoster03,nm1081121
philipwalker10,nm4170324
raymondperez68,nm8428326
andreayoung38,nm1894655
randyallen02,nm0001830
christinaroberts98,nm0332871
patricktaylor98,nm0937824
larrywhite62,nm0039074
kathrynrobinson28,nm0000888
craighernandez17,nm0332489
nancyjones95,nm0948679
ruthbennett56,nm7861812
josephevans94,nm12083010
garyjackson26,nm2002649
garywhite98,nm4149623
kathleenwright93,nm9025090
kevinflores28,nm3194762
kevinmurphy32,nm0048414
donaldlong16,nm0001431
christinagray78,nm3389576
janetmartinez27,nm2062698
catherinescott89,nm1705230
donaldflores57,nm0000193
joseperez21,nm0779399
deborahcox95,nm1836085
jacquelinesanders00,nm0199495
jeremythomas21,nm0004743
debraward09,nm5039026
philipbennett12,nm1782299
howardpowell81,nm0000331
willielong13,nm0240381
waynediaz29,nm8534591
toddanderson16,nm0000400
joethomas04,nm0029962
emilythomas09,nm0793069
jeanking31,nm1483369
catherineadams13,nm0761212
larryhayes48,nm0467558
rubyward45,nm0333275
edwardwalker04,nm1265802
alicebaker65,nm0755499
andreacook40,nm1330276
ruthrobinson03,nm1854114
emilysanders53,nm2403277
judithward06,nm0001616
jackmurphy62,nm0323483
lisaparker03,nm0000469
samuelreed39,nm0138840
joshuasmith37,nm0428086
russellmoore34,nm3321746
justinwatson75,nm2915105
teresajenkins26,nm4113924
roserichardson52,nm4584004
georgephillips94,nm1074492
annamorgan64,nm0383449
waynegriffin12,nm9304769
patrickbennett91,nm1065229
johnmurphy59,nm0789716
scottrussell27,nm5568241
timothyclark64,nm0793851
seanrivera72,nm0742827
margaretlee25,nm3592464
marthabaker07,nm3618794
brianbennett45,nm0015527
jackbailey64,nm0005416
georgejones66,nm10784809
melissalong61,nm0000809
helenrichardson46,nm0616142
amandabailey71,nm0496932
nicholasgray58,nm2961993
anniewright76,nm1334396
angelahoward69,nm0911096
bobbycoleman87,nm1272258
rogerhenderson70,nm3598337
alanwright92,nm1868654
jerryward96,nm0191318
anthonythompson58,nm1211536
laurastewart84,nm1775058
harryward34,nm0091035
antoniobutler58,nm0005017
wayneramirez17,nm0043932
evelynward99,nm6411675
kathleenbailey68,nm0750019
paulphillips11,nm3598337
teresaevans17,nm0755797
justinallen42,nm2240044
timothywilliams75,nm0430746
adamross98,nm0753526
ralphmorgan13,nm5625923
garythomas83,nm0410832
stephanieturner97,nm12912851
jeffreyhenderson95,nm2981266
martincarter68,nm0788405
lorinelson04,nm0176073
jasonhoward11,nm4861046
paulward49,nm4662098
donaldwright65,nm0388744
robinsimmons24,nm0297885
normaclark43,nm0219968
timothybrooks67,nm0691420
davidharris32,nm0004997
normafoster24,nm1075468
bonnierussell63,nm1422176
dianabell68,nm1050125
ryanthomas24,nm0634297
williebailey49,nm0412917
juancollins51,nm0115236
dianasmith42,nm8119363
brendaadams03,nm0411692
josephalexander18,nm7316149
annecollins18,nm0692391
antoniowilson08,nm0376540
keithfoster70,nm0000099
jimmyjohnson51,nm0459693
bettybutler05,nm0671487
katherinecook39,nm0728762
walterramirez83,nm0015988
martinbryant65,nm1913309
lawrencebutler55,nm0675114
raymondpeterson67,nm0013075
kellycampbell31,nm0542000
bonniebennett78,nm0408846
mariabennett85,nm1213449
louisegray73,nm5528429
rogerkelly05,nm0629493
christaylor40,nm1169742
marieadams24,nm0658099
christophergreen92,nm2415604
victorthomas75,nm0761342
rogerwhite34,nm0199590
royjackson64,nm8475903
jimmymartinez79,nm0010736
jeffreylopez35,nm0310221
matthewrivera01,nm0137506
robinroberts59,nm0457796
thomasbell41,nm13570739
judithmartinez79,nm0993242
earlsmith88,nm0065353
annlee66,nm0000452
johnsmith95,nm1827469
catherinewalker41,nm0101710
sandrabutler01,nm2929682
deborahmurphy40,nm11273395
janeparker18,nm0001840
janicewright56,nm1320897
judithperez25,nm6872584
geraldramirez46,nm0000960
marianelson96,nm0487254
wayneedwards02,nm1895420
michellemurphy07,nm7222287
francesgarcia79,nm3340982
theresatorres54,nm2639722
seancampbell70,nm0001364
frankgarcia93,nm1594248
stevenhernandez67,nm5835038
brianmitchell41,nm2660484
johnnymorris80,nm0001952
carolynphillips05,nm0740383
sandrarichardson25,nm0246612
ronaldrichardson90,nm0028303
earlrussell36,nm0045075
rosejames39,nm1091782
ashleymorgan71,nm0265668
danielmiller71,nm1830443
rachelphillips93,nm0662744
bettyflores35,nm0827973
eugenecoleman92,nm1678063
tammyross71,nm0000295
ernestking61,nm4334711
heatherbutler25,nm0651274
jessecoleman02,nm0403630
janetbutler86,nm1870434
donaldsanders86,nm0001287
stevenward59,nm0775709
royrussell59,nm1151200
sharonking13,nm3087728
rubypowell63,nm0001631
joycehernandez90,nm0001855
jimmywashington41,nm0855417
janeramirez10,nm4826698
beverlywashington61,nm4257098
janicesimmons64,nm2064295
jerryphillips41,nm1082477
markmiller99,nm1040419
kathleenyoung71,nm1645591
